id,sigla,nombre_espanol,nombre_original,autores_originales,adaptacion_hispana,eje_codigo,eje_numero,eje_nombre,constructo,tema_principal,temas_secundarios,sinonimos_busqueda,tipo_instrumento_categoria,tipo_instrumento_detalle,funcion_clinica_categoria,poblacion,franjas_etarias,tiempo_administracion,formato_respuesta,acceso_categoria,regimen_licencia,protocolo_disponible,carpeta_relativa,archivo_ficha_tecnica,archivo_protocolo,resumen_clinico
dai_193,DAI,¡OJO! Archivo etiquetado DAI contiene la PANSS completa,Drug Attitude Inventory - Versión Breve de 10 ítems (DAI-10),"T. P. Hogan, A. G. Awad y M. R. Eastwood (1983)",Robles et al. (2004) y Banco de Instrumentos de Bobes et al. (2004),Eje I,1,"Problemas, síntomas y riesgo",Psicopatología general (positiva/negativa),Psicosis y experiencias delirantes,,esquizofrenia; síntomas positivos; delirio; alucinación,Autoinforme,Autoinforme estructurado breve de actitud terapéutica y adherencia,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,2 a 4 minutos (10 reactivos dicotómicos),Dicotómico: Verdadero / Falso,academico,"Restringido (PANSS es comercial, MHS)",SI,Eje I/DAI,DAI_ficha_tecnica.pdf,DAI_protocolo.pdf,10 · Autoaplicada
bdhi_194,BDHI,Buss-Durkee Hostility Inventory,"Inventario de Hostilidad de Buss-Durkee (Buss-Durkee Hostility Inventory, BDHI)","Arnold H. Buss & Ann Durkee (1957, Journal of Consulting Psychology)","Bobes García, García-Portilla, Bascarán et al. (2004, Banco de Instrumentos / CIBERSAM)",Eje I,1,"Problemas, síntomas y riesgo",Hostilidad/agresividad,"Agresividad, ira y violencia",,hostilidad; rabia; agresión física; conducta violenta,Autoinforme,75 ítems dicotómicos (Verdadero / Falso) agrupados en 7 subescalas de agresión más 1 de culpa,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,10 a 15 minutos (autoadministrado),Escala de respuesta estructurada psicométrica,academico,"Académico clásico, uso extendido",SI,Eje I/BDHI,BDHI_ficha_tecnica.pdf,BDHI_protocolo.pdf,75 · Autoaplicada
malt_195,MALT,Münchner Alkoholismustest,Münchner Alkoholismus Test (MALT / Test de Munich para el Alcoholismo),"Wilhelm Feuerlein, C. Ringer, K. A. Küfner y H. Busch (1977)",Helena Rodríguez-Martos et al. (1986); Banco de Instrumentos de Bobes et al. (2004),Eje I,1,"Problemas, síntomas y riesgo",Diagnóstico de alcoholismo,Sustancias y alcoholismo,,consumo problemático; AUDIT; abuso de drogas; dependencia; adicción,Autoinforme,Instrumento mixto: examen médico objetivo (MALT-M) + cuestionario autoinformado (MALT-S),Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,"10 a 15 minutos en total (5 min parte médica, 8 min autoinforme)",MALT-M: 7 ítems clínicos valorados por el facultativo; MALT-S: 24 ítems dicotómicos Sí/No,academico,Académico,SI,Eje I/MALT,MALT_ficha_tecnica.pdf,MALT_protocolo.pdf,MALT-O: 7; MALT-S: 27 · MALT-O: heteroaplicada
isca_196,ISCA,Interrogatorio Sistematizado de Consumos Alcohólicos,Interrogatorio Sistematizado de Consumos Alcohólicos (ISCA),"Antoni Gual, M. Contel, L. Segura, A. Ribas y Joan Colom (Grup GAB, 2001)",Adaptación y baremación en población hispanohablante,Eje I,1,"Problemas, síntomas y riesgo",Consumo de alcohol,Sustancias y alcoholismo,,consumo problemático; AUDIT; abuso de drogas; dependencia; adicción,Heteroaplicado / Entrevista clínica,Entrevista clínica semiestructurada breve de cuantificación de consumo en UBE,Cribado / Triaje rápido,Adultos (ver Ficha_Tecnica),adultos,2 a 3 minutos (integrado en la anamnesis clínica habitual),Registro cuantitativo directo de consumos diferenciando días laborables y fines de semana,academico,Académico,SI,Eje I/ISCA,ISCA_ficha_tecnica.pdf,ISCA_protocolo.pdf,3 · Heteroaplicada
europasi_197,EuropASI,Índice Europeo de Gravedad de la Adicción,European Addiction Severity Index (EuropASI),Anna Kokkevi y C. Hartgers (1995); adaptación del ASI de A. Thomas McLellan et al. (1980),"Julio Bobes et al. (1996, 2004) y Grupo de Trabajo EuropASI España",Eje I,1,"Problemas, síntomas y riesgo",Gravedad multidimensional de adicción,Sustancias y alcoholismo,,consumo problemático; AUDIT; abuso de drogas; dependencia; adicción,Heteroaplicado / Entrevista clínica,Entrevista clínica semiestructurada multidimensional estandarizada,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,45 a 60 minutos en la evaluación basal (20-30 min en seguimientos evolutivos),Datos cuantitativos objetivos (días en el último mes y años históricos) y escalas de severidad (0-9),academico,"Académico, libre uso investigación/clínica",SI,Eje I/EuropASI,EuropASI_ficha_tecnica.pdf,EuropASI_protocolo.pdf,141 · Heteroaplicada
sadq_198,SADQ,Severity of Alcohol Dependence Questionnaire,Severity of Alcohol Dependence Questionnaire (SADQ),"Tim Stockwell, Ray Hodgson, Griffith Edwards, Colin Taylor y Howard Rankin (1979, 1983)",Alicia Rodríguez-Martos et al. (1986); Banco de Instrumentos de Bobes et al. (2004),Eje I,1,"Problemas, síntomas y riesgo",Severidad de dependencia alcohólica,Sustancias y alcoholismo,,consumo problemático; AUDIT; abuso de drogas; dependencia; adicción,Heteroaplicado / Entrevista clínica,Autoinforme estructurado o heteroadministrado con escala Likert de 4 puntos (0 a 3),Cribado / Triaje rápido,Adultos (ver Ficha_Tecnica),adultos,10 a 15 minutos (33 ítems referidos al periodo de mayor consumo en los últimos 6 meses),Escala de respuesta estructurada psicométrica,academico,Académico,SI,Eje I/SADQ,SADQ_ficha_tecnica.pdf,SADQ_protocolo.pdf,33 · Autoaplicada
eida_199,EIDA,Escala de la Intensidad de la Dependencia al Alcohol,Escala de la Intensidad de la Dependencia del Alcohol (EIDA),"Adaptación española del SADQ (Stockwell et al., 1979; Edwards & Gross, 1976)",Adaptación y baremación en población hispanohablante,Eje I,1,"Problemas, síntomas y riesgo",Dependencia alcohólica,Sustancias y alcoholismo,,consumo problemático; AUDIT; abuso de drogas; dependencia; adicción,Heteroaplicado / Entrevista clínica,Autoinforme o cuestionario heteroaplicado clínico estructurado,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,8 a 12 minutos (30 reactivos clínicos),"Escala tipo Likert de 4 opciones: Casi nunca (0), A veces (1), A menudo (2), Casi siempre (3)",academico,Académico,SI,Eje I/EIDA,EIDA_ficha_tecnica.pdf,EIDA_protocolo.pdf,30 · Autoaplicada
ocds_200,OCDS,Obsessive Compulsive Drinking Scale,Obsessive Compulsive Drinking Scale (OCDS),"Raymond F. Anton, D. H. Moak y P. K. Latham (1995, 1996)","Josep Guardia, C. Segura, J. Gonzalvo, B. Trujols et al. (2001); Bobes et al. (2004)",Eje I,1,"Problemas, síntomas y riesgo",Craving/compulsión por alcohol,Sustancias y alcoholismo,,consumo problemático; AUDIT; abuso de drogas; dependencia; adicción,Autoinforme,Autoinforme psicométrico dimensional estructurado,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,5 a 8 minutos (14 reactivos tipo Likert de 5 opciones),Escala ordinal de 5 puntos: 0 (Ninguno / Nada) a 4 (Extremo / Máximo),academico,Académico,SI,Eje I/OCDS,OCDS_ficha_tecnica.pdf,OCDS_protocolo.pdf,14 · Autoaplicada
edi2_201,EDI-2,Inventario de Trastornos de la Conducta Alimentaria-2,Eating Disorder Inventory - 2 (EDI-2),"David M. Garner (1991); versión inicial EDI por Garner, Olmsted y Polivy (1983)","Guimerá y Torrubia (1987); TEA Ediciones (Garner, 1998)",Eje I,1,"Problemas, síntomas y riesgo",Conducta alimentaria,Conducta alimentaria e imagen corporal,,Eating behavior; Conducta alimentaria; Imagen corporal; Autoimagen; Conducta alimentaria patológica; Anorexia; Bulimia; Disortodinia,Autoinforme,Autoinforme psicométrico multidimensional,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,15 a 25 minutos (91 ítems EDI-2 o 64 ítems nucleares EDI),Escala tipo Likert de 6 puntos (Nunca a Siempre; puntuación clínica 0-3),academico,Restringido (Garner/PAR),SI,Eje I/EDI-2,EDI-2_ficha_tecnica.pdf,EDI-2_protocolo.pdf,64 · Autoaplicada
bite_202,BITE,Bulimic Investigatory Test Edinburgh,"_Bulimic Investigatory Test, Edinburgh (BITE)_","M. Henderson y C. P. Freeman (1987), University of Edinburgh.","Rivas, Zerpa, Castro y Puigcerver (2004, validación de referencia); Bobes et al. (2004, CIBERSAM).",Eje I,1,"Problemas, síntomas y riesgo",Síntomas bulímicos,Conducta alimentaria e imagen corporal,,Eating behavior; Conducta alimentaria; Imagen corporal; Autoimagen; Conducta alimentaria patológica; Anorexia; Bulimia; Disortodinia,Autoinforme,Autoinforme de 33 reactivos estructurado en dos escalas: Subescala de Síntomas (30 ítems) y Subescala de Gravedad (3 ítems).,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,8 a 12 minutos.,Escala de respuesta estructurada psicométrica,academico,Académico,SI,Eje I/BITE,BITE_ficha_tecnica.pdf,BITE_protocolo.pdf,33 · Autoaplicada
cos_203,COS,Cuestionario Oviedo de Calidad del Sueño,"Cuestionario Oviedo de Sueño (COS; Bobes et al., 1998, 2000; Universidad de Oviedo).","Julio Bobes, M. Paz González, Pilar A. Sáiz, M. Teresa Bascarán, Celso Iglesias y J. M. Fernández.",Adaptación y baremación en población hispanohablante,Eje VI,6,Salud física y estilo de vida,Calidad del sueño,Sueño y ritmos circadianos,,sueño; ritmos circadianos; horquillas; desajuste circadiano; insomnio; somnolencia diurna,Heteroaplicado / Entrevista clínica,Entrevista semiestructurada heteroaplicada (o autoinforme supervisado en consulta).,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,5 a 8 minutos de cumplimentación y valoración de las últimas 4 semanas de sueño.,15 reactivos clínicos organizados en 3 subescalas independientes y preguntas de hipnóticos.,academico,"Académico, libre uso",SI,Eje VI/COS,COS_ficha_tecnica.pdf,COS_protocolo.pdf,15 · Heteroaplicada
csfq_204,CSFQ,Changes in Sexual Functioning Questionnaire,"Changes in Sexual Functioning Questionnaire - Short Form (CSFQ-14; Clayton et al., 1997; Keller et al., 2006).","Anita H. Clayton, M.D., Elizabeth L. McGarvey, Ph.D. y G. J. Clavet (University of Virginia).",Bobes et al. (2000); Montejo et al.; validación en España por el Grupo de Trabajo de Psiquiatría.,Eje VI,6,Salud física y estilo de vida,Funcionamiento sexual,Salud sexual,,salud sexual; sexualidad; salud reproductiva; sexualidad humana; salud sexual y reproductiva; salud sexual integral,Autoinforme,Cuestionario de autoinforme estructurado (versiones diferenciadas para hombres y mujeres).,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,5 a 7 minutos de cumplimentación autónoma con instrucciones claras.,14 reactivos evaluados en escala Likert de 5 opciones (1 a 5; rango 14 a 70 puntos).,academico,Académico,SI,Eje VI/CSFQ,CSFQ_ficha_tecnica.pdf,CSFQ_protocolo.pdf,36 para los varones y 34 para las mujeres · Heteroaplicada y autoaplicada
iief_205,IIEF,Índice Internacional de Función Eréctil,"International Index of Erectile Function (IIEF; Rosen et al., 1997; Pfizer Inc. / UMDNJ).","Raymond C. Rosen, Ph.D., A. Cappelleri, M. D. Smith, J. Lipsky y B. M. Peña.",Martín-Morales et al. (2001; estudio EDEM en España); Bobes et al. (2002).,Eje VI,6,Salud física y estilo de vida,Función eréctil,Salud sexual,,salud sexual; sexualidad; salud reproductiva; sexualidad humana; salud sexual y reproductiva; salud sexual integral,Autoinforme,Cuestionario de autoinforme específico para varones sexualmente activos en las últimas 4 semanas.,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,8 a 10 minutos de cumplimentación autónoma presencial o telemática.,15 ítems evaluados en escala tipo Likert de 0 a 5 puntos agrupados en 5 dominios clínicos.,academico,"Académico, libre uso clínico",SI,Eje VI/IIEF,IIEF_ficha_tecnica.pdf,IIEF_protocolo.pdf,15 · Autoaplicada
mghsfq_206,MGH-SFQ,Massachusetts General Hospital Sexual Functioning Q.,"Massachusetts General Hospital Sexual Functioning Questionnaire (MGH-SFQ; Fava et al., 1998).","Maurizio Fava, M.D., J. E. Rankin, E. C. Wright, J. J. Alpert, A. A. Nierenberg y J. F. Rosenbaum.",Bobes et al. (2002); Montejo et al. (2008); validación ambulatoria en psiquiatría española.,Eje VI,6,Salud física y estilo de vida,Funcionamiento sexual,Salud sexual,,salud sexual; sexualidad; salud reproductiva; sexualidad humana; salud sexual y reproductiva; salud sexual integral,Autoinforme,Cuestionario de autoinforme de cribado rápido (utilizable en cualquier consulta médica).,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,1 a 2 minutos de respuesta ágil en la sala de espera o entrevista médica.,5 reactivos evaluados en escala ordinal de cambio respecto al nivel habitual (0 a 4 puntos).,academico,Académico,SI,Eje VI/MGH-SFQ,MGH-SFQ_ficha_tecnica.pdf,MGH-SFQ_protocolo.pdf,5 · Autoaplicada
asex_207,ASEX,Arizona Sexual Experience Scale,"Arizona Sexual Experience Scale (ASEX; McGahuey et al., 2000; University of Arizona).","C. A. McGahuey, M.D., F. J. Delgado, F. A. Moreno, R. Laukes, M. J. Gelenberg y P. L. Delgado.",García-Portilla et al. (2005); Bobes et al. (2002); Rodríguez-Bailón et al. (2012).,Eje VI,6,Salud física y estilo de vida,Funcionamiento sexual,Salud sexual,,salud sexual; sexualidad; salud reproductiva; sexualidad humana; salud sexual y reproductiva; salud sexual integral,Heteroaplicado / Entrevista clínica,Cuestionario breve de autoinforme estructurado (o administrado en entrevista clínica).,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,2 a 3 minutos de rápida cumplimentación en consulta ambulatoria o de hospitalización.,5 reactivos evaluados en escala tipo Likert de 6 puntos (1 a 6; rango 5 a 30 puntos).,academico,"Académico, libre uso",SI,Eje VI/ASEX,ASEX_ficha_tecnica.pdf,ASEX_protocolo.pdf,5 · Autoaplicada
bwsq_208,BWSQ,Benzodiazepine Withdrawal Symptom Questionnaire,"Benzodiazepine Withdrawal Symptom Questionnaire (BWSQ; Tyrer, Murphy & O'Neill, 1990).","Peter Tyrer, M.D., FRCPsych, D. Murphy y I. O'Neill (St. Mary's Hospital Medical School, Londres).",Bobes et al. (2002); Bulbena et al.; Socidrogalcohol; validación clínica en España.,Eje VI,6,Salud física y estilo de vida,Abstinencia de benzodiacepinas,Sustancias y alcoholismo,,consumo problemático; AUDIT; abuso de drogas; dependencia; adicción,Autoinforme,Cuestionario de autoinforme estructurado específico para procesos de deshabituación.,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,5 a 8 minutos de cumplimentación autónoma o guiada en consulta médica/psicológica.,20 ítems evaluados en escala Likert de 3 opciones (0 a 2; rango 0 a 40 puntos).,academico,Académico,SI,Eje VI/BWSQ,BWSQ_ficha_tecnica.pdf,BWSQ_protocolo.pdf,20 · Autoaplicada
sas_209,SAS,Simpson-Angus Scale,"Simpson-Angus Scale for Extrapyramidal Side Effects (SAS; Simpson & Angus, 1970).","George M. Simpson, M.D. y J. William S. Angus, M.B., Ch.B. (Rockland State Hospital).",Bobes et al. (2002); Bulbena et al.; Grupo Español de Farmacovigilancia Psiquiátrica.,Eje VI,6,Salud física y estilo de vida,Parkinsonismo/extrapiramidalismo inducido,Efectos de psicofármacos,,efectos secundarios; extrapiramidalismo; sedación; temblor,Heteroaplicado / Entrevista clínica,Escala heteroaplicada de exploración neurológica clínica mediante maniobras físicas.,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,8 a 10 minutos de exploración física reglada en camilla y bipedestación.,"10 ítems (marcha, rigidez axial, rigidez de extremidades, temblor y salivación).",academico,"Académico, libre uso clínico",SI,Eje VI/SAS,SAS_ficha_tecnica.pdf,SAS_protocolo.pdf,10 · Heteroaplicada
uku_210,UKU,UKU Side Effect Rating Scale,"UKU Side Effect Rating Scale (Lingjaerde, Ahlfors, Bech, Dencker & Elgen, 1987).","Ottar Lingjaerde, M.D., U. G. Ahlfors, Per Bech, S. J. Dencker y K. Elgen (Sociedad Escandinava).",Bobes et al. (2002); Banco de Instrumentos CIBERSAM; versión española validada.,Eje VI,6,Salud física y estilo de vida,Efectos secundarios de psicofármacos,Efectos de psicofármacos,,efectos secundarios; extrapiramidalismo; sedación; temblor,Heteroaplicado / Entrevista clínica,Entrevista clínica estructurada heteroaplicada combinada con examen físico breve.,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,15 a 20 minutos de revisión sistemática estructurada en consulta clínica.,48 reactivos clínicos centrales (ampliable a 56) agrupados en 4 dominios y juicio de causalidad.,academico,Académico,SI,Eje VI/UKU,UKU_ficha_tecnica.pdf,UKU_protocolo.pdf,56 · Heteroaplicada
eeaggaf_211,EEAG-GAF,Escala de Evaluación de la Actividad Global,"Global Assessment of Functioning Scale (GAF; APA, 1987, 2000; basada en GAS de Endicott, 1976).","American Psychiatric Association (APA; Washington, DC, EE.UU.).","Criterios oficiales DSM-IV-TR (Masson / Editorial Médica Panamericana, España y LatAm).",Eje IV,4,"Funcionamiento, adaptación y recursos",Funcionamiento global (eje V del DSM-IV),Funcionamiento y discapacidad,,funcionalidad; discapacidad intelectual; discapacidad física; discapacidad psíquica; adaptabilidad; autonomía,Autoinforme,Escala de juicio clínico cuantitativo graduada de 1 a 100 puntos agrupados en deciles.,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,2 a 3 minutos de juicio profesional tras la entrevista clínica diagnóstica.,Escala de respuesta estructurada psicométrica,academico,Público (derivado de criterios DSM),SI,Eje IV/EEAG-GAF,EEAG-GAF_ficha_tecnica.pdf,EEAG-GAF_protocolo.pdf,1 · Heteroaplicada
sdi_212,SDI,Sheehan Disability Inventory,"Sheehan Disability Scale (SDS; Sheehan, Harnett-Sheehan & Raj, 1996).","David V. Sheehan, M.D., Kathy Harnett-Sheehan, Ph.D. y B. Ashok Raj, M.D.","Bobes, González, Bousoño et al. (1999); Universidad de Oviedo / CIBERSAM.",Eje IV,4,"Funcionamiento, adaptación y recursos",Discapacidad funcional,Funcionamiento y discapacidad,,funcionalidad; discapacidad intelectual; discapacidad física; discapacidad psíquica; adaptabilidad; autonomía,Heteroaplicado / Entrevista clínica,Escala visual analógica autoadministrada o heteroaplicada breve (3 dominios + 2 índices).,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,2 a 4 minutos de rápida cumplimentación.,Escala numérica de 11 puntos (0 a 10) con anclajes cualitativos de gravedad.,academico,"Académico, libre uso",SI,Eje IV/SDI,SDI_ficha_tecnica.pdf,SDI_protocolo.pdf,5 · Heteroaplicada y autoaplicada
sass_213,SASS,Social Adaptation Self-evaluation Scale,"Social Adaptation Self-evaluation Scale (SASS; Bosc, Dubini & Polin, 1997).","Michel Bosc, M.D., A. Dubini, M.D. y V. Polin, M.D. (Francia / Suiza).","Bobes, González, Bousoño et al. (1999); Universidad de Oviedo / CIBERSAM.",Eje IV,4,"Funcionamiento, adaptación y recursos",Adaptación social,Apoyo social y familia,,red de apoyo; funcionamiento familiar; dinámica de pareja,Autoinforme,Cuestionario de autoinforme estructurado (21 reactivos con bifurcación laboral).,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,8 a 12 minutos de cumplimentación autónoma.,Escala Likert graduada de 4 puntos (0 = peor ajuste a 3 = óptima adaptación).,academico,Académico,SI,Eje IV/SASS,SASS_ficha_tecnica.pdf,SASS_protocolo.pdf,21 · Autoaplicada
qls_214,QLS,Quality of Life Scale (Heinrichs),"Quality of Life Scale (QLS; Heinrichs, Hanlon & Carpenter, 1984).","Douglas W. Heinrichs, M.D., Thomas E. Hanlon, Ph.D. y William T. Carpenter Jr., M.D.","Rodríguez et al. (1995); Bobes, García-Portilla, Bascarán, Sáiz et al. (2007); CIBERSAM.",Eje IV,4,"Funcionamiento, adaptación y recursos",Calidad de vida en esquizofrenia,Calidad de vida,,Quality of life; QoL; Calidad de vida; Vida diaria; Bienestar; Salud mental; Salud física,Heteroaplicado / Entrevista clínica,Entrevista clínica semiestructurada heteroaplicada por profesional entrenado.,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,30 a 45 minutos de entrevista clínica detallada con paciente y allegados.,Escala de respuesta estructurada psicométrica,academico,Académico,SI,Eje IV/QLS,QLS_ficha_tecnica.pdf,QLS_protocolo.pdf,21 · Heteroaplicada
cscv_215,CSCV,Cuestionario Sevilla de Calidad de Vida,"Cuestionario Sevilla de Calidad de Vida (Giner et al., 1997).","J. Giner, E. Ibáñez, E. Baca, J. Bobes, C. Leal y S. Cervera (Grupo de Calidad de Vida en Psiquiatría).",Adaptación y baremación en población hispanohablante,Eje IV,4,"Funcionamiento, adaptación y recursos",Calidad de vida,Calidad de vida,,Quality of life; QoL; Calidad de vida; Vida diaria; Bienestar; Salud mental; Salud física,Autoinforme,Autoinforme específico de 59 reactivos con escala Likert de 5 puntos (0 a 4).,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,15 a 25 minutos en administración supervisada o autoadministrada asistida.,Escala de respuesta estructurada psicométrica,academico,Académico,SI,Eje IV/CSCV,CSCV_ficha_tecnica.pdf,CSCV_protocolo.pdf,59 · Autoaplicada
qlds_216,QLDS,Quality of Life Depression Scale,"Quality of Life in Depression Scale (QLDS; Hunt & McKenna, 1992).","Sonja M. Hunt, Ph.D. y Stephen P. McKenna, Ph.D. (Galen Research / Univ. Manchester).","Bobes, Bulbena, Luque et al. (1997, 2004); Validación en población psiquiátrica española.",Eje IV,4,"Funcionamiento, adaptación y recursos",Calidad de vida en depresión,Depresión y estado de ánimo,,depresión mayor; distimia; afecto negativo; anhedonia; ánimo bajo,Autoinforme,Cuestionario de autoinforme específico para trastornos depresivos.,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,5 a 8 minutos de cumplimentación autónoma.,Escala de respuesta estructurada psicométrica,academico,"Académico, licencia de autor",SI,Eje IV/QLDS,QLDS_ficha_tecnica.pdf,QLDS_protocolo.pdf,22 · Autoaplicada
adrql_217,ADRQL,Alzheimer's Disease Related Quality of Life,"Alzheimer's Disease-Related Quality of Life (ADRQL; Rabins et al., 1999).","Peter V. Rabins, M.D., Judith D. Kasper, Ph.D., L. Kleinman, B. S. Black y Donald L. Patrick, Ph.D.",Martínez et al. (2004); Gómez-Gallego et al. (2012); España y Latinoamérica.,Eje IV,4,"Funcionamiento, adaptación y recursos",Calidad de vida en demencia,Cribado cognitivo y demencias,,Cognitive screening; Cribado cognitivo; Demencia; Alzheimer; Enfermedad de Alzheimer; Deterioro cognitivo; Evaluación cognitiva; Prueba cognitiva,Observacional / Registro conductual,Heteroinforme completado por el cuidador principal / informador clave (47 reactivos dicotómicos).,Diagnóstico y severidad,Adultos (ver Ficha_Tecnica),adultos,15 a 20 minutos de administración por el cuidador primario o profesional.,Escala de respuesta estructurada psicométrica,academico,Académico,SI,Eje IV/ADRQL,ADRQL_ficha_tecnica.pdf,ADRQL_protocolo.pdf,47 · Heteroaplicada
npi-n_218,NPI-N,Narcissistic Personality Inventory,"Narcissistic Personality Inventory (NPI-40; Raskin & Terry, 1988).","Dr. Robert N. Raskin y Dr. Howard Terry (Universidad de California, Berkeley).",Grijalva et al. (2015); Sánchez-García et al.; adaptaciones validadas en España.,Eje III,3,"Personalidad, identidad y valores",Rasgos de personalidad narcisista,Personalidad patológica,,TLP; narcisismo; psicopatía; tríada oscura; desapego,Autoinforme,"Autoinforme de 40 pares diádicos de elección forzada (opción narcisista = 1 pto, no narcisista = 0 pts).",Diagnóstico y severidad,Adultos,adultos,10 a 15 minutos en autoadministración.,Escala de respuesta estructurada psicométrica,academico,"Académico, uso libre investigación (sin traducción española verificada)",SI,Eje III/NPI-N,NPI-N_ficha_tecnica.pdf,NPI-N_protocolo.pdf,40 · Autoaplicada
aim-a_219,AIM-A,Affect Intensity Measure,_Affect Intensity Measure (AIM-A)_,"Dr. Randy J. Larsen (1984), University of Michigan / Washington University in St. Louis.",Martínez-Sánchez et al. (1994); Flett et al. (1996); Fernández-Berrocal et al.,Eje II,2,Procesos psicológicos y mantenimiento,Intensidad de la reactividad afectiva,Regulación emocional,,regulación emocional; homeostasis emocional; estabilidad emocional; disfunción emocional; control emocional; regulación afectiva,Autoinforme,Autoinforme de reactividad disposicional de 20 reactivos con escala Likert de 6 puntos (1 a 6).,Monitoreo de proceso / Evolución,Adultos,adultos,3 a 5 minutos en autoadministración; 6 minutos asistido.,Escala de respuesta estructurada psicométrica,academico,"Académico, uso libre investigación (sin traducción española verificada)",SI,Eje II/AIM-A,AIM-A_ficha_tecnica.pdf,AIM-A_protocolo.pdf,40 · Autoaplicada
top-8_220,TOP-8,Escala de 8 ítems para los Resultados del Tratamiento del TEPT,Treatment Outcome PTSD Scale (TOP-8),Jonathan R. T. Davidson y James T. Colket (1997),"Julio Bobes et al. (2000, 2004); Banco de Instrumentos Básicos / CIBERSAM",Eje I,1,"Problemas, síntomas y riesgo",Respuesta al tratamiento en TEPT,Trauma y estrés postraumático,,TEPT; trauma complejo; estrés agudo; disociación,Heteroaplicado / Entrevista clínica,Heteroaplicada por clínico o profesional de la salud mental con escala Likert de 5 puntos (0 a 4),Diagnóstico y severidad,Adultos,adultos,3 a 5 minutos (8 ítems referidos a la última semana),Escala de respuesta estructurada psicométrica,academico,"Académico, descarga oficial gratuita CIBERSAM",SI,Eje I/TOP-8,TOP-8_ficha_tecnica.pdf,TOP-8_protocolo.pdf,8 · Heteroaplicada
eat-40_new,EAT-40,Test de Actitudes hacia la Alimentación (40 ítems),_Eating Attitudes Test - 40 Item Form (EAT-40)_,"David M. Garner y Paul E. Garfinkel (1979), University of Toronto.","Castro, Toro, Salamero y Guimerá (1991); Toro, Castro, García et al. (1989); Guimerá y Torrubia (1987).",Eje I,1,"Problemas, síntomas y riesgo",Trastornos de la conducta alimentaria,Trastornos de la conducta alimentaria,,EAT-40; Test de Actitudes hacia la Alimentación (40 ítems),Autoinforme,"Autoinforme de 40 reactivos politómicos de 6 opciones corregidos asimétricamente (0, 0, 0, 1, 2, 3).",Diagnóstico y severidad,Adolescentes y adultos,adultos,10 a 15 minutos.,Escala de respuesta estructurada psicométrica,abierto,Sí (Investigación y clínica sin fines de lucro),SI,Eje I/EAT-40,EAT-40_ficha_tecnica.pdf,EAT-40_protocolo.pdf,Protocolo clínico de evaluación · EAT-40
eat-26_new,EAT-26,Test de Actitudes hacia la Alimentación - Versión Abreviada (26 ítems),_Eating Attitudes Test - 26 Item Version (EAT-26)_,"David M. Garner, Marion P. Olmsted, Yvonne Bohr y Paul E. Garfinkel (1982).","Castro, Toro, Salamero y Guimerá (1991, validación española de referencia); Gandarillas et al. (2003).",Eje I,1,"Problemas, síntomas y riesgo",Trastornos de la conducta alimentaria,Trastornos de la conducta alimentaria,,EAT-26; Test de Actitudes hacia la Alimentación - Versión Abreviada (26 ítems),Autoinforme,"Autoinforme de 26 reactivos politómicos de 6 anclajes con corrección asimétrica (0, 0, 0, 1, 2, 3).",Cribado / Triaje rápido,Adolescentes y adultos,adultos,5 a 8 minutos.,Escala de respuesta estructurada psicométrica,abierto,Sí (Libre uso clínico e investigación),SI,Eje I/EAT-26,EAT-26_ficha_tecnica.pdf,EAT-26_protocolo.pdf,Protocolo clínico de evaluación · EAT-26
